name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Sany Heavy Indus...,3.9,(238 Reviews),Private,"Beijing,Beijing + 34 more",34 years old,501-1k Employees (India)
CodeClouds,4.8,(238 Reviews),Private,"Pipitea,Wellington + 3 more",14 years old,201-500 Employees (India)
FoodPanda,4.1,(238 Reviews),Private,"Berlin,Berlin + 15 more",11 years old,501-1k Employees (India)
Gammon Engineers...,3.9,(238 Reviews),Mumbai + 32 more,101 years old,201-500 Employees (India),
Tanishq Jeweller...,4.5,(238 Reviews),Bengaluru + 83 more,29 years old,501-1k Employees (India),
Inspirisys Solut...,3.9,(238 Reviews),Public,Chennai + 33 more,32 years old,1k-5k Employees (India)
India Glycols,4.0,(237 Reviews),Public,"Noida,Uttar Pradesh + 10 more",40 years old,1k-5k Employees (India)
Pepperfry,3.5,(237 Reviews),Private,"Mumbai,Maharashtra + 25 more",12 years old,201-500 Employees (India)
Yusen Logistics,4.2,(237 Reviews),Private,Tokyo + 26 more,68 years old,501-1k Employees (India)
Fortis Escorts ...,4.1,(237 Reviews),Public,"Delhi/NCR,Delhi + 13 more",35 years old,5k-10k Employees (India)
Wirpo Technologi...,3.9,(237 Reviews),Bengaluru/Bangalore + 19 more,1 Lakh+ Employees (Global),,
InternEzy,5.0,(237 Reviews),Erode + 4 more,51-200 Employees (India),,
Securitas,4.0,(237 Reviews),Private,Stockholm + 23 more,89 years old,10k-50k Employees (India)
Bharat Bijlee,4.2,(236 Reviews),Public,"Mumbai,Maharashtra + 15 more",77 years old,501-1k Employees (India)
Electrosteel Cas...,3.8,(236 Reviews),Public,"Kolkata,West Bengal + 10 more",68 years old,1k-5k Employees (India)
Fluper,4.1,(236 Reviews),Public,"Noida,Uttar Pradesh + 1 more",10 years old,201-500 Employees (India)
FCm Travel Solut...,3.7,(236 Reviews),Private,Brisbane + 20 more,37 years old,1k-5k Employees (India)
Foray Software,3.8,(236 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",12 years old,501-1k Employees (India)
SK E&C,4.3,(236 Reviews),Seoul + 32 more,46 years old,201-500 Employees (India),
HSBC Global Serv...,4.1,(236 Reviews),Private,London + 9 more,158 years old,10k-50k Employees (India)
CAPGEMINI INDIA...,3.7,(236 Reviews),Bengaluru/Bangalore + 12 more,,,
ASM Technologies,3.7,(236 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 14 more",31 years old,501-1k Employees (India)
Indian Immunolog...,4.1,(235 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 18 more",41 years old,1k-5k Employees (India)
Grass Roots Rese...,5.0,(235 Reviews),New Delhi + 11 more,51-200 Employees (India),,
Exicom,4.0,(235 Reviews),Public,"Gurgaon,Haryana + 14 more",29 years old,501-1k Employees (India)
Hindware,4.2,(235 Reviews),Private,Gurgaon + 50 more,63 years old,501-1k Employees (India)
Infiniti Researc...,3.8,(235 Reviews),Private,London + 2 more,20 years old,501-1k Employees (India)
Xchanging,3.5,(235 Reviews),Public,London + 8 more,25 years old,201-500 Employees (India)
Hettich,3.7,(235 Reviews),Private,Kirchlengern + 24 more,135 years old,201-500 Employees (India)
Indian Immunolog...,4.1,(235 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 18 more",41 years old,1k-5k Employees (India)
National Petrole...,4.1,(329 Reviews),Abu Dhabi + 20 more,50 years old,501-1k Employees (India),
Rusan Pharma,3.3,(234 Reviews),Private,"Mumbai,Maharashtra + 11 more",29 years old,501-1k Employees (India)
Tata Toyo Radiat...,3.6,(234 Reviews),"Pune,Maharashtra + 7 more",25 years old,201-500 Employees (India),
L&T Realty,4.4,(234 Reviews),Mumbai + 7 more,201-500 Employees (India),,
Wolters Kluwer,4.0,(234 Reviews),"Alphen Aan Den Rijn,South Holland + 10 more",187 years old,1k-5k Employees (India),
Methodex,3.6,(234 Reviews),Private,"Delhi/NCR,Delhi + 39 more",63 years old,1k-5k Employees (India)
Richfeel Health ...,2.6,(234 Reviews),Private,"Mumbai,Maharashtra + 32 more",37 years old,501-1k Employees (India)
Star Bazaar,4.0,(234 Reviews),Private,"Mumbai,Maharashtra + 20 more",25 years old,1k-5k Employees (India)
Axa XL,3.7,(234 Reviews),Hamilton + 3 more,37 years old,1k-5k Employees (India),
Porter,3.9,(233 Reviews),Private,"Bangalore,Karnataka + 16 more",9 years old,1k-5k Employees (India)
Pranav Vikas Ind...,3.8,(233 Reviews),"Delhi/NCR,Delhi + 6 more",36 years old,201-500 Employees (India),
Piramal Swasthya,4.1,(233 Reviews),NGO/NPO,"Hyderabad/Secunderabad,Telangana + 39 more",16 years old,10k-50k Employees (India)
Technosoft Globa...,3.4,(233 Reviews),Private,Southfield + 7 more,27 years old,201-500 Employees (India)
Jumio,4.0,(233 Reviews),Private,"Palo Alto,California + 5 more",13 years old,201-500 Employees (India)
Hanon Systems,4.0,(233 Reviews),Private,Daejeon + 11 more,37 years old,501-1k Employees (India)
Micro Focus,3.9,(233 Reviews),Private,"Newbury,West Berkshire + 5 more",47 years old,1k-5k Employees (India)
Zara,3.8,(233 Reviews),Private,Â Arteixo + 18 more,49 years old,1k-5k Employees (India)
GS Engineering &...,4.2,(233 Reviews),Seoul + 12 more,54 years old,201-500 Employees (India),
Tiger Analytics,3.6,(233 Reviews),Private,Santa Clara + 5 more,12 years old,1k-5k Employees (India)
Essel Group,4.0,(1.6k Reviews),Private,Mumbai + 35 more,97 years old,10k-50k Employees (India)
Mantra Technolog...,4.0,(250 Reviews),LLP,"Hyderabad/Secunderabad,Telangana + 4 more",19 years old,201-500 Employees (India)
Maxxis Rubber,3.4,(232 Reviews),Private,"Ahmedabad,Gujarat + 12 more",8 years old,51-200 Employees (India)
Ensure Support S...,4.0,(232 Reviews),Private,"Chennai,Tamil Nadu + 40 more",10 years old,201-500 Employees (India)
Sri Krishna Phar...,3.9,(232 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",49 years old,201-500 Employees (India)
Housejoy,4.5,(232 Reviews),Private,"Bangalore,Karnataka + 15 more",9 years old,201-500 Employees (India)
Maxxis Rubber,3.4,(232 Reviews),Private,"Ahmedabad,Gujarat + 12 more",8 years old,51-200 Employees (India)
Ensure Support S...,4.0,(232 Reviews),Private,"Chennai,Tamil Nadu + 40 more",10 years old,201-500 Employees (India)
Moglix,3.6,(232 Reviews),Private,"Singapore,Singapore + 25 more",8 years old,501-1k Employees (India)
Glenmark Life Sc...,3.7,(232 Reviews),Public,Mumbai + 10 more,46 years old,201-500 Employees (India)
Chambal Fertilis...,3.9,(232 Reviews),Public,"Kota,Rajasthan + 37 more",38 years old,1k-5k Employees (India)
Osource India,3.4,(232 Reviews),Private,"Noida,Uttar Pradesh + 17 more",19 years old,201-500 Employees (India)
Apex Group,3.5,(232 Reviews),Hamilton + 10 more,501-1k Employees (India),,
RedBus,4.5,(231 Reviews),Private,"Bangalore,Karnataka + 12 more",17 years old,501-1k Employees (India)
Appsierra,4.8,(231 Reviews),Private,"Noida,Uttar Pradesh + 7 more",8 years old,51-200 Employees (India)
Tata Marcopolo M...,3.6,(231 Reviews),Public,"Pune,Maharashtra + 10 more",78 years old,50k-1 Lakh Employees (India)
IKEA,4.2,(231 Reviews),Private,Delft + 11 more,80 years old,10k-50k Employees (India)
Ashapura Group O...,4.0,(231 Reviews),Public,"Mumbai,Maharashtra + 25 more",63 years old,201-500 Employees (India)
P.D. Hinduja Nat...,4.0,(231 Reviews),NGO/NPO,"Mumbai,Maharashtra + 6 more",72 years old,1k-5k Employees (India)
SUEZ Environneme...,4.0,(466 Reviews),Private,"Paris,Ile De France + 27 more",26 years old,501-1k Employees (India)
Infosys Consulti...,3.8,(272 Reviews),Zurich + 22 more,19 years old,1 Lakh+ Employees (India),
Tally Solutions,4.4,(232 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 45 more",37 years old,501-1k Employees (India)
Cadbury,4.4,(230 Reviews),Private,London + 59 more,199 years old,1k-5k Employees (India)
Brigade Group,4.2,(230 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",37 years old,501-1k Employees (India)
S2 Infotech,3.2,(230 Reviews),Public,"Mumbai,Maharashtra + 43 more",18 years old,201-500 Employees (India)
NKG Infrastructu...,3.8,(230 Reviews),Private,"Delhi/NCR,Delhi + 29 more",34 years old,1k-5k Employees (India)
L. N. Malviya In...,3.9,(230 Reviews),Private,"Bhopal,Madhya Pradesh + 63 more",13 years old,1k-5k Employees (India)
Groupon,3.7,(230 Reviews),Private,"Chicago,Illinois + 7 more",15 years old,201-500 Employees (India)
National Enginee...,4.0,(230 Reviews),Private,"Jaipur,Rajasthan + 16 more",77 years old,1k-5k Employees (India)
BCD Travel,4.0,(230 Reviews),Private,"Utrecht,Utrecht + 9 more",17 years old,1k-5k Employees (India)
Aurionpro Soluti...,4.0,(229 Reviews),Public,"Mumbai,Maharashtra + 24 more",26 years old,501-1k Employees (India)
ABM Knowledgewar...,3.7,(229 Reviews),Public,Mumbai + 26 more,30 years old,501-1k Employees (India)
GTL,4.4,(229 Reviews),Public,"Mumbai,Maharashtra + 34 more",36 years old,1k-5k Employees (India)
Fenesta Building...,4.1,(229 Reviews),Private,"Gurgaon/Gurugram,Haryana + 39 more",20 years old,501-1k Employees (India)
Deenanath Manges...,4.3,(229 Reviews),Private,"Pune,Maharashtra + 6 more",22 years old,11-50 Employees (India)
Symbiotec Pharma...,3.9,(229 Reviews),Private,"Indore,Madhya Pradesh + 5 more",29 years old,51-200 Employees (India)
Runwal Group,3.9,(229 Reviews),"Mumbai,Maharashtra + 5 more",45 years old,201-500 Employees (India),
Gujarat Ambuja E...,3.8,(229 Reviews),Public,"Ahmedabad,Gujarat + 24 more",32 years old,1k-5k Employees (India)
Henkel Adhesives...,4.4,(229 Reviews),Private,"Düsseldorf,North Rhine-Westphalia + 15 more",33 years old,501-1k Employees (India)
Wartsila,4.5,(229 Reviews),Private,Helsinki + 31 more,189 years old,501-1k Employees (India)
Philips Innovati...,4.2,(229 Reviews),Public,Amsterdam + 8 more,25 years old,1k-5k Employees (India)
Ingersoll Rand,4.2,(256 Reviews),Public,"Dublin,Dublin + 19 more",51 years old,1k-5k Employees (India)
Ashiana Housing,4.1,(228 Reviews),Public,"Delhi/NCR,Delhi + 13 more",44 years old,1k-5k Employees (India)
Rosmerta Technol...,3.0,(228 Reviews),Private,Gurgaon + 46 more,17 years old,1k-5k Employees (India)
VDA Infosolution...,3.6,(228 Reviews),Private,"Mumbai,Maharashtra + 20 more",13 years old,201-500 Employees (India)
SOLAR INDUSTRIES...,3.9,(228 Reviews),Public,"Nagpur,Maharashtra + 23 more",28 years old,5k-10k Employees (India)
Stellar Value Ch...,3.6,(228 Reviews),Private,"Mumbai,Maharashtra + 28 more",7 years old,1k-5k Employees (India)
Indium Software,4.0,(228 Reviews),Private,"Chennai,Tamil Nadu + 6 more",24 years old,1k-5k Employees (India)
Amartex Industri...,4.4,(228 Reviews),Public,Panchkula + 16 more,35 years old,1k-5k Employees (India)
IMSI,3.3,(228 Reviews),Private,"Dehradun,Uttarakhand + 34 more",37 years old,1k-5k Employees (India)
Celebi NAS Airpo...,4.3,(227 Reviews),Private,"Mumbai,Maharashtra + 5 more",15 years old,201-500 Employees (India)
Dainik Jagran,3.8,(227 Reviews),Public,"Noida,Uttar Pradesh + 48 more",81 years old,201-500 Employees (India)
Allcargo Logisti...,4.1,(227 Reviews),Public,"Mumbai,Maharashtra + 32 more",30 years old,1k-5k Employees (India)
Western Refriger...,4.2,(227 Reviews),Private,"Mumbai,Maharashtra + 27 more",51 years old,501-1k Employees (India)
Rieter,3.9,(227 Reviews),Private,"Khandala,Punjab + 7 more",28 years old,501-1k Employees (India)
Maxop Engineerin...,4.1,(227 Reviews),"Delhi/NCR,Delhi + 7 more",20 years old,201-500 Employees (India),
Harman Finochem,3.7,(227 Reviews),Private,"Mumbai,Maharashtra + 8 more",16 years old,501-1k Employees (India)
Mitsuba Sical,3.8,(227 Reviews),Public,Michigan + 13 more,26 years old,201-500 Employees (India)
Sahyadri Hospita...,4.2,(227 Reviews),Private,"Pune,Maharashtra + 3 more",29 years old,1k-5k Employees (India)
ANAROCK Property...,4.0,(227 Reviews),Private,"Mumbai,Maharashtra + 19 more",6 years old,501-1k Employees (India)
Mahindra Automot...,4.1,(227 Reviews),Pune + 60 more,10k-50k Employees (India),,
ALTEN,3.8,(553 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 8 more",35 years old,1k-5k Employees (India)
Jeeves Consumer ...,4.0,(226 Reviews),Private,"Bangalore,Karnataka + 45 more",16 years old,5k-10k Employees (India)
Astra Microwave ...,3.9,(226 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 8 more",32 years old,51-200 Employees (India)
Kirby Building S...,3.8,(226 Reviews),Private,Kuwait City + 23 more,25 years old,501-1k Employees (India)
Jeeves Consumer ...,4.0,(226 Reviews),Private,"Bangalore,Karnataka + 45 more",16 years old,5k-10k Employees (India)
Tata BlueScope S...,3.6,(226 Reviews),Private,"Pune,Maharashtra + 23 more",21 years old,501-1k Employees (India)
Aculife Healthca...,3.8,(225 Reviews),Private,"Ahmedabad,Gujrat + 18 more",9 years old,1k-5k Employees (India)
Resurgent India,4.7,(225 Reviews),Private,Gurgaon + 9 more,18 years old,201-500 Employees (India)
Narayana e-Techn...,3.9,(225 Reviews),Private,Hyderabad + 32 more,11 years old,501-1k Employees (India)
Kutchina,3.9,(225 Reviews),Private,"Kolkata,West Bengal + 43 more",20 years old,201-500 Employees (India)
National Fertili...,4.2,(225 Reviews),Public,Noida + 20 more,49 years old,1k-5k Employees (India)
Bharat Aluminium...,4.1,(225 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",58 years old,1k-5k Employees (India)
SMEC,4.2,(225 Reviews),Private,"North Sydney,New South Wales + 49 more",53 years old,501-1k Employees (India)
“Bharat Financia...,4.1,(225 Reviews),Hyderabad/Secunderabad + 83 more,,,
Hitachi Vantara,3.8,(225 Reviews),Private,Santa Clara + 8 more,5 years old,1k-5k Employees (India)
Sapiens,3.9,(225 Reviews),Private,"Holon,Tel Aviv + 4 more",41 years old,1k-5k Employees (India)
Thought Focus,3.7,(225 Reviews),Private,"Milwaukee,Wisconsin + 4 more",19 years old,1k-5k Employees (India)
Tirumala Milk Pr...,4.0,(225 Reviews),Private,"Chennai,Tamil Nadu + 34 more",27 years old,201-500 Employees (India)
Boehringer-Ingel...,4.1,(224 Reviews),Private,Ingelheim + 37 more,138 years old,501-1k Employees (India)
Doubtnut,3.2,(224 Reviews),Private,"Gurgaon,Haryana + 10 more",7 years old,201-500 Employees (India)
Sotc Travel Serv...,3.8,(224 Reviews),Private,Mumbai + 30 more,74 years old,1k-5k Employees (India)
Johnson Controls...,3.8,(224 Reviews),Kadi + 27 more,,,
BPTP,4.2,(224 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",20 years old,501-1k Employees (India)
Holcim,3.6,(224 Reviews),Private,Navi Mumbai + 24 more,111 years old,1k-5k Employees (India)
Red Hat,4.5,(224 Reviews),Private,"Raleigh,North Carolina + 6 more",30 years old,1k-5k Employees (India)
Jetking Infotrai...,4.0,(224 Reviews),Public,"Mumbai,Maharashtra + 48 more",76 years old,51-200 Employees (India)
P&O Cruises,4.5,(224 Reviews),Private,Southampton + 8 more,186 years old,11-50 Employees (India)
People Tech Grou...,3.3,(224 Reviews),Private,Redmond + 6 more,17 years old,1k-5k Employees (India)
Hamdard,4.0,(224 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 43 more",117 years old,501-1k Employees (India)
Quintessence Bus...,4.1,(224 Reviews),Private,"Dallas,Texas",12 years old,501-1k Employees (India)
SLMG Beverages,3.9,(224 Reviews),Lucknow + 24 more,51-200 Employees (India),,
Gainwell Commosa...,4.1,(224 Reviews),Private,"Kolkata,West Bengal + 41 more",79 years old,1k-5k Employees (India)
Kiya.ai,3.4,(224 Reviews),"Mumbai,Maharashtra + 4 more",28 years old,201-500 Employees (India),
Samvardhana Moth...,3.9,(3.7k Reviews),Noida + 23 more,48 years old,5k-10k Employees (India),
Skilliantech,4.8,(223 Reviews),Private,"London,England + 11 more",18 years old,201-500 Employees (India)
Roca Bathroom Pr...,4.0,(223 Reviews),Private,Municipality Of GavÃ + 38 more,17 years old,1k-5k Employees (India)
GSH Group,4.0,(223 Reviews),Private,"Parsippany,New Jersey + 29 more",128 years old,501-1k Employees (India)
Applied Material...,4.2,(223 Reviews),Private,"Santa Clara,California + 9 more",21 years old,1k-5k Employees (India)
Adient,4.0,(223 Reviews),Private,"Plymouth,MI + 11 more",27 years old,501-1k Employees (India)
Cooper Corporati...,3.6,(223 Reviews),Private,"Pune,Maharashtra + 7 more",101 years old,1k-5k Employees (India)
ACG Associated C...,4.1,(223 Reviews),"Mumbai,Maharashtra + 9 more",59 years old,1k-5k Employees (India),
Kirloskar Ferrou...,3.9,(223 Reviews),Public,"Koppal,Karnataka + 9 more",32 years old,1k-5k Employees (India)
RSPL GHARI DETER...,4.2,(223 Reviews),Kanpur + 53 more,36 years old,501-1k Employees (India),
Accelya Solution...,3.8,(223 Reviews),Private,"Mumbai,Maharashtra + 7 more",37 years old,1k-5k Employees (India)
TIBCO Software,4.2,(223 Reviews),Private,"Palo Alto,California + 6 more",26 years old,1k-5k Employees (India)
Birla Tyres,3.6,(222 Reviews),Private,"Kolkata,West Bengal + 56 more",32 years old,1k-5k Employees (India)
DigiCall Teleser...,3.8,(222 Reviews),Private,"Johannesburg,Vaud + 11 more",28 years old,501-1k Employees (India)
TCG Lifesciences,4.0,(222 Reviews),Public,"Kolkata,West Bengal + 5 more",22 years old,1k-5k Employees (India)
Electrical Resea...,3.8,(222 Reviews),Private,"Vadodara/Baroda,Gujarat + 18 more",49 years old,201-500 Employees (India)
Johnson Matthey,4.1,(222 Reviews),Private,London + 12 more,206 years old,501-1k Employees (India)
Excitel Broadban...,3.7,(222 Reviews),Private,"Delhi,NCT + 23 more",8 years old,1k-5k Employees (India)
Bonfiglioli Tran...,3.7,(222 Reviews),Private,"Lippo Di Calderara Di Reno,Bologna + 11 more",67 years old,201-500 Employees (India)
Himatsingka Seid...,3.8,(222 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 6 more",38 years old,1k-5k Employees (India)
DataTrained,4.5,(222 Reviews),LLP,"Bangalore,Karnataka + 2 more",11 years old,51-200 Employees (India)
Lotte India Corp...,4.1,(222 Reviews),Public,"Chennai,Tamil Nadu + 48 more",19 years old,501-1k Employees (India)
Kellogg Brown an...,4.4,(222 Reviews),Public,"Houston,Texas + 17 more",25 years old,501-1k Employees (India)
Krsnaa Diagnosti...,3.7,(222 Reviews),Private,"Pune,Maharashtra + 37 more",13 years old,51-200 Employees (India)
Magma HDI Genera...,4.1,(221 Reviews),JV,"Mumbai,Maharashtra + 61 more",11 years old,1k-5k Employees (India)
Cosmo Films,4.1,(221 Reviews),Public,"Delhi/NCR,New Delhi + 6 more",42 years old,1k-5k Employees (India)
Invesco,4.2,(221 Reviews),Private,"Atlanta,Atlanta + 5 more",88 years old,1k-5k Employees (India)
Laxmi Organic In...,4.0,(221 Reviews),Public,"Mumbai,Maharashtra + 7 more",31 years old,201-500 Employees (India)
ANZ Support Serv...,4.4,(221 Reviews),Bengaluru/Bangalore + 1 more,,,
Netlink Software,3.6,(221 Reviews),Private,Madison Heights + 17 more,25 years old,1k-5k Employees (India)
Laxmi Organic In...,4.0,(221 Reviews),Public,"Mumbai,Maharashtra + 7 more",31 years old,201-500 Employees (India)
RelianceSMART.in,4.1,(221 Reviews),Public,Mumbai + 97 more,17 years old,5k-10k Employees (India)
Kailash Hospital,4.0,(221 Reviews),Public,Noida + 16 more,39 years old,5k-10k Employees (India)
Amul Dairy,4.1,(220 Reviews),Private,Anand + 55 more,75 years old,1 Lakh+ Employees (India)
Sunwoda,4.1,(220 Reviews),Private,"Greater Noida,Uttar Pradesh + 2 more",26 years old,201-500 Employees (India)
Myk Laticrete,4.1,(220 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 34 more",23 years old,1k-5k Employees (India)
